"Source","Target","Constraint Name"
"app_subscription_payments.subscription_id","app_subscriptions.subscription_id","fk_subscription"
"app_subscription_payments.subscription_id","app_subscriptions.subscription_id","app_subscription_payments_subscription_id_fkey"
"athlete_coach.athlete_id","athletes.athlete_id","athlete_coach_athlete_id_fkey"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
"athlete_coach.athlete_id","athletes.athlete_id","fk_athlete"
